Temperature - (Celsius), Year,Statistics, Country, ISO3,
28.6049,2002,Mar,Average, MLI,
31.3913,2002,Apr,Average, MLI,
34.1884,2002,May,Average, MLI,
34.2364,2002,Jun,Average, MLI,
33.0421,2002,Jul,Average, MLI,
31.2836,2002,Aug,Average, MLI,
31.5993,2002,Sep,Average, MLI,
29.5833,2002,Oct,Average, MLI,
26.6288,2002,Nov,Average, MLI,
23.3339,2002,Dec,Average, MLI,
22115,2003,Jan,Average, MLI,
25.9533,2003,Feb,Average, MLI,
28.4304,2003,Mar,Average, MLI,
32.3492,2003,Apr,Average, MLI,
34.4965,2003,May,Average, MLI,
32.9735,2003,Jun,Average, MLI,
31.6999,2003,Jul,Average, MLI,
30.3842,2003,Aug,Average, MLI,
30.3441,2003,Sep,Average, MLI,
30.7055,2003,Oct,Average, MLI,
27378,2003,Nov,Average, MLI,
22.1357,2003,Dec,Average, MLI,
22.2455,2004,Jan,Average, MLI,
25.5067,2004,Feb,Average, MLI,
27.2161,2004,Mar,Average, MLI,
31.8093,2004,Apr,Average, MLI,
33.6199,2004,May,Average, MLI,
33.99,2004,Jun,Average, MLI,
31.4781,2004,Jul,Average, MLI,
31.1218,2004,Aug,Average, MLI,
31.32,2004,Sep,Average, MLI,
30.8923,2004,Oct,Average, MLI,
26.8051,2004,Nov,Average, MLI,
24.1197,2004,Dec,Average, MLI,
21.4769,2005,Jan,Average, MLI,
25.6781,2005,Feb,Average, MLI,
29.6827,2005,Mar,Average, MLI,
32.4972,2005,Apr,Average, MLI,
34.2294,2005,May,Average, MLI,
33.6299,2005,Jun,Average, MLI,
31.9518,2005,Jul,Average, MLI,
31.0087,2005,Aug,Average, MLI,
31.2862,2005,Sep,Average, MLI,
30.2803,2005,Oct,Average, MLI,
26.5983,2005,Nov,Average, MLI,
23.3603,2005,Dec,Average, MLI,
22.8806,2006,Jan,Average, MLI,
24.1999,2006,Feb,Average, MLI,
28.4987,2006,Mar,Average, MLI,
31.6118,2006,Apr,Average, MLI,
33.1856,2006,May,Average, MLI,
34.3569,2006,Jun,Average, MLI,
32.8721,2006,Jul,Average, MLI,
30.9421,2006,Aug,Average, MLI,
30.8454,2006,Sep,Average, MLI,
30.3405,2006,Oct,Average, MLI,
25.7535,2006,Nov,Average, MLI,
21.5325,2006,Dec,Average, MLI,
21.4968,2007,Jan,Average, MLI,
25.1271,2007,Feb,Average, MLI,
28.1638,2007,Mar,Average, MLI,
31.5381,2007,Apr,Average, MLI,
33.7803,2007,May,Average, MLI,
34.5679,2007,Jun,Average, MLI,
32.2469,2007,Jul,Average, MLI,
30.5492,2007,Aug,Average, MLI,
31.0424,2007,Sep,Average, MLI,
30.4377,2007,Oct,Average, MLI,
26.9884,2007,Nov,Average, MLI,
22.0538,2007,Dec,Average, MLI,
19.4959,2008,Jan,Average, MLI,
23.9448,2008,Feb,Average, MLI,
28687,2008,Mar,Average, MLI,
31.1231,2008,Apr,Average, MLI,
33.4538,2008,May,Average, MLI,
33.8937,2008,Jun,Average, MLI,
31.8538,2008,Jul,Average, MLI,
30.5258,2008,Aug,Average, MLI,
31.0778,2008,Sep,Average, MLI,
29871,2008,Oct,Average, MLI,
25.9564,2008,Nov,Average, MLI,
22.3594,2008,Dec,Average, MLI,
20.3465,2009,Jan,Average, MLI,
26.1352,2009,Feb,Average, MLI,
29.6722,2009,Mar,Average, MLI,
31.5051,2009,Apr,Average, MLI,
33.8063,2009,May,Average, MLI,
34.2129,2009,Jun,Average, MLI,
32.7707,2009,Jul,Average, MLI,
31.3069,2009,Aug,Average, MLI,
30733,2009,Sep,Average, MLI,
30.1607,2009,Oct,Average, MLI,
25.6474,2009,Nov,Average, MLI,
23752,2009,Dec,Average, MLI,
23.0288,2010,Jan,Average, MLI,
26.9898,2010,Feb,Average, MLI,
29.5161,2010,Mar,Average, MLI,
32.6605,2010,Apr,Average, MLI,
34.5412,2010,May,Average, MLI,
33.9783,2010,Jun,Average, MLI,
32.3649,2010,Jul,Average, MLI,
30.6312,2010,Aug,Average, MLI,
30.4233,2010,Sep,Average, MLI,
29.8736,2010,Oct,Average, MLI,
27.0973,2010,Nov,Average, MLI,
23.3879,2010,Dec,Average, MLI,
22.5326,2011,Jan,Average, MLI,
23.7272,2011,Feb,Average, MLI,
30098,2011,Mar,Average, MLI,
31.5793,2011,Apr,Average, MLI,
34.1512,2011,May,Average, MLI,
34.2194,2011,Jun,Average, MLI,
32648,2011,Jul,Average, MLI,
31.0926,2011,Aug,Average, MLI,
31155,2011,Sep,Average, MLI,
30.5458,2011,Oct,Average, MLI,
26.9703,2011,Nov,Average, MLI,
21.2744,2011,Dec,Average, MLI,
20.5954,2012,Jan,Average, MLI,
24.0787,2012,Feb,Average, MLI,
27.6864,2012,Mar,Average, MLI,
31451,2012,Apr,Average, MLI,
33.7626,2012,May,Average, MLI,
33.4758,2012,Jun,Average, MLI,
31.8192,2012,Jul,Average, MLI,
30.6077,2012,Aug,Average, MLI,
30.8127,2012,Sep,Average, MLI,
30.2566,2012,Oct,Average, MLI,
27.6634,2012,Nov,Average, MLI,
22.4967,2012,Dec,Average, MLI,
21.6443,2013,Jan,Average, MLI,
24.8033,2013,Feb,Average, MLI,
29.7634,2013,Mar,Average, MLI,
31.1158,2013,Apr,Average, MLI,
34.0135,2013,May,Average, MLI,
34.4907,2013,Jun,Average, MLI,
32442,2013,Jul,Average, MLI,
30.2254,2013,Aug,Average, MLI,
30.9959,2013,Sep,Average, MLI,
29835,2013,Oct,Average, MLI,
26.3873,2013,Nov,Average, MLI,
21.9569,2013,Dec,Average, MLI,
22967,2014,Jan,Average, MLI,
23.8449,2014,Feb,Average, MLI,
27.4784,2014,Mar,Average, MLI,
31906,2014,Apr,Average, MLI,
33.4116,2014,May,Average, MLI,
34.5283,2014,Jun,Average, MLI,
32.8111,2014,Jul,Average, MLI,
30.8923,2014,Aug,Average, MLI,
30.6344,2014,Sep,Average, MLI,
30.1491,2014,Oct,Average, MLI,
26.8419,2014,Nov,Average, MLI,
22.3569,2014,Dec,Average, MLI,
21.1287,2015,Jan,Average, MLI,
25.2041,2015,Feb,Average, MLI,
27.6874,2015,Mar,Average, MLI,
31.4476,2015,Apr,Average, MLI,
35.0319,2015,May,Average, MLI,
34.83,2015,Jun,Average, MLI,
32.5823,2015,Jul,Average, MLI,
30.5899,2015,Aug,Average, MLI,
32.1183,2015,Sep,Average, MLI,
30.4693,2015,Oct,Average, MLI,
26.4187,2015,Nov,Average, MLI,
20.8422,2015,Dec,Average, MLI,
22.3765,2016,Jan,Average, MLI,
24113,2016,Feb,Average, MLI,
28.3757,2016,Mar,Average, MLI,
32667,2016,Apr,Average, MLI,
34.6406,2016,May,Average, MLI,
34.0958,2016,Jun,Average, MLI,
32.0955,2016,Jul,Average, MLI,
31.0489,2016,Aug,Average, MLI,
31.1187,2016,Sep,Average, MLI,
30.6901,2016,Oct,Average, MLI,
26.8404,2016,Nov,Average, MLI,
23.3669,2016,Dec,Average, MLI,
12.1251,1991,Jan,Average, MLT,
12.0406,1991,Feb,Average, MLT,
15.4406,1991,Mar,Average, MLT,
14.7981,1991,Apr,Average, MLT,
16.7914,1991,May,Average, MLT,
22.7034,1991,Jun,Average, MLT,
25.7478,1991,Jul,Average, MLT,
26.8132,1991,Aug,Average, MLT,
25.5937,1991,Sep,Average, MLT,
22.0853,1991,Oct,Average, MLT,
16.9208,1991,Nov,Average, MLT,
11.9297,1991,Dec,Average, MLT,
11.6327,1992,Jan,Average, MLT,
11.66,1992,Feb,Average, MLT,
13.7201,1992,Mar,Average, MLT,
15911,1992,Apr,Average, MLT,
18.7479,1992,May,Average, MLT,
22611,1992,Jun,Average, MLT,
24.6064,1992,Jul,Average, MLT,
27.4718,1992,Aug,Average, MLT,
24971,1992,Sep,Average, MLT,
22.5439,1992,Oct,Average, MLT,
18.2859,1992,Nov,Average, MLT,
14.5142,1992,Dec,Average, MLT,
11.9143,1993,Jan,Average, MLT,
11.1221,1993,Feb,Average, MLT,
12.6201,1993,Mar,Average, MLT,
16058,1993,Apr,Average, MLT,
19.9818,1993,May,Average, MLT,
23.8403,1993,Jun,Average, MLT,
25711,1993,Jul,Average, MLT,
27.4784,1993,Aug,Average, MLT,
25.0634,1993,Sep,Average, MLT,
22.0179,1993,Oct,Average, MLT,
17.6438,1993,Nov,Average, MLT,
14.3142,1993,Dec,Average, MLT,
13461,1994,Jan,Average, MLT,
13307,1994,Feb,Average, MLT,
14.82,1994,Mar,Average, MLT,
15.7981,1994,Apr,Average, MLT,
20.8373,1994,May,Average, MLT,
23.4708,1994,Jun,Average, MLT,
26.9336,1994,Jul,Average, MLT,
28.8947,1994,Aug,Average, MLT,
26.2308,1994,Sep,Average, MLT,
21.8221,1994,Oct,Average, MLT,
18.3872,1994,Nov,Average, MLT,
14.5175,1994,Dec,Average, MLT,
11.7231,1995,Jan,Average, MLT,
14.2406,1995,Feb,Average, MLT,
13.6506,1995,Mar,Average, MLT,
15332,1995,Apr,Average, MLT,
19.8189,1995,May,Average, MLT,
23634,1995,Jun,Average, MLT,
26.7804,1995,Jul,Average, MLT,
26.8906,1995,Aug,Average, MLT,
24.3321,1995,Sep,Average, MLT,
20.4633,1995,Oct,Average, MLT,
16.6177,1995,Nov,Average, MLT,
15.4882,1995,Dec,Average, MLT,
13.9992,1996,Jan,Average, MLT,
12233,1996,Feb,Average, MLT,
13.5375,1996,Mar,Average, MLT,
15.7211,1996,Apr,Average, MLT,
19.5709,1996,May,Average, MLT,
22.9315,1996,Jun,Average, MLT,
25.9784,1996,Jul,Average, MLT,
27.1688,1996,Aug,Average, MLT,
23.9442,1996,Sep,Average, MLT,
19.9634,1996,Oct,Average, MLT,
17.8784,1996,Nov,Average, MLT,
14.9949,1996,Dec,Average, MLT,
13.8426,1997,Jan,Average, MLT,
13.1592,1997,Feb,Average, MLT,
13.6079,1997,Mar,Average, MLT,
14.7583,1997,Apr,Average, MLT,
20.4537,1997,May,Average, MLT,
25.6734,1997,Jun,Average, MLT,
26.3872,1997,Jul,Average, MLT,
26.7298,1997,Aug,Average, MLT,
24.3144,1997,Sep,Average, MLT,
21.4593,1997,Oct,Average, MLT,
17.7948,1997,Nov,Average, MLT,
14.4643,1997,Dec,Average, MLT,
12785,1998,Jan,Average, MLT,
13461,1998,Feb,Average, MLT,
13.2309,1998,Mar,Average, MLT,
17.5646,1998,Apr,Average, MLT,
19.6634,1998,May,Average, MLT,
25.0633,1998,Jun,Average, MLT,
27.1369,1998,Jul,Average, MLT,
27.2773,1998,Aug,Average, MLT,
25.0342,1998,Sep,Average, MLT,
21.3024,1998,Oct,Average, MLT,
16.2458,1998,Nov,Average, MLT,
12.8208,1998,Dec,Average, MLT,
12.6318,1999,Jan,Average, MLT,
11.1221,1999,Feb,Average, MLT,
13.8854,1999,Mar,Average, MLT,
16.6646,1999,Apr,Average, MLT,
21.5808,1999,May,Average, MLT,
25.4265,1999,Jun,Average, MLT,
26.1968,1999,Jul,Average, MLT,
29234,1999,Aug,Average, MLT,
26.1265,1999,Sep,Average, MLT,
23.1831,1999,Oct,Average, MLT,
17.8458,1999,Nov,Average, MLT,
14.2271,1999,Dec,Average, MLT,
10.9577,2000,Jan,Average, MLT,
11.9731,2000,Feb,Average, MLT,
14.3885,2000,Mar,Average, MLT,
17.3375,2000,Apr,Average, MLT,
21.3763,2000,May,Average, MLT,
23.8458,2000,Jun,Average, MLT,
26.6294,2000,Jul,Average, MLT,
27.4968,2000,Aug,Average, MLT,
24.9526,2000,Sep,Average, MLT,
21.2078,2000,Oct,Average, MLT,
18.7316,2000,Nov,Average, MLT,
15.4231,2000,Dec,Average, MLT,
14.1665,2001,Jan,Average, MLT,
13.2385,2001,Feb,Average, MLT,
16.5854,2001,Mar,Average, MLT,
16.1701,2001,Apr,Average, MLT,
20.5634,2001,May,Average, MLT,
24.0122,2001,Jun,Average, MLT,
27.1784,2001,Jul,Average, MLT,
27.3989,2001,Aug,Average, MLT,
25.1485,2001,Sep,Average, MLT,
23.6571,2001,Oct,Average, MLT,
18.0667,2001,Nov,Average, MLT,
12.8397,2001,Dec,Average, MLT,
11.4317,2002,Jan,Average, MLT,
13.8774,2002,Feb,Average, MLT,
15618,2002,Mar,Average, MLT,
17.0135,2002,Apr,Average, MLT,
20.0634,2002,May,Average, MLT,
24.5164,2002,Jun,Average, MLT,
26.9784,2002,Jul,Average, MLT,
26.8559,2002,Aug,Average, MLT,
24.2116,2002,Sep,Average, MLT,
21.3157,2002,Oct,Average, MLT,
18322,2002,Nov,Average, MLT,
14.4351,2002,Dec,Average, MLT,
13.1502,2003,Jan,Average, MLT,
10.3941,2003,Feb,Average, MLT,
12.8124,2003,Mar,Average, MLT,
16.2115,2003,Apr,Average, MLT,
20.7077,2003,May,Average, MLT,
25.6849,2003,Jun,Average, MLT,
28.6707,2003,Jul,Average, MLT,
28.7218,2003,Aug,Average, MLT,
24.7995,2003,Sep,Average, MLT,
22.5788,2003,Oct,Average, MLT,
18.4785,2003,Nov,Average, MLT,
13.7741,2003,Dec,Average, MLT,
12.4602,2004,Jan,Average, MLT,
13.4528,2004,Feb,Average, MLT,
14118,2004,Mar,Average, MLT,
16445,2004,Apr,Average, MLT,
18.4798,2004,May,Average, MLT,
23.3764,2004,Jun,Average, MLT,
26.3499,2004,Jul,Average, MLT,
27.5233,2004,Aug,Average, MLT,
24.0654,2004,Sep,Average, MLT,
22.9526,2004,Oct,Average, MLT,
17.0187,2004,Nov,Average, MLT,
14.8271,2004,Dec,Average, MLT,
11.2176,2005,Jan,Average, MLT,
10.7276,2005,Feb,Average, MLT,
13.8799,2005,Mar,Average, MLT,
16.0973,2005,Apr,Average, MLT,
20.7471,2005,May,Average, MLT,
24.1197,2005,Jun,Average, MLT,
27.3458,2005,Jul,Average, MLT,
26.4438,2005,Aug,Average, MLT,
24.82,2005,Sep,Average, MLT,
21.8246,2005,Oct,Average, MLT,
17.9396,2005,Nov,Average, MLT,
13.4577,2005,Dec,Average, MLT,
11.7155,2006,Jan,Average, MLT,
12259,2006,Feb,Average, MLT,
14.2453,2006,Mar,Average, MLT,
17.5865,2006,Apr,Average, MLT,
21.3266,2006,May,Average, MLT,
24434,2006,Jun,Average, MLT,
27013,2006,Jul,Average, MLT,
27.1655,2006,Aug,Average, MLT,
24.4894,2006,Sep,Average, MLT,
22.3157,2006,Oct,Average, MLT,
17.8136,2006,Nov,Average, MLT,
15.1372,2006,Dec,Average, MLT,
14.2481,2007,Jan,Average, MLT,
14.1059,2007,Feb,Average, MLT,
14.3569,2007,Mar,Average, MLT,
17.0744,2007,Apr,Average, MLT,
20.4654,2007,May,Average, MLT,
25.1524,2007,Jun,Average, MLT,
26.6562,2007,Jul,Average, MLT,
27.7643,2007,Aug,Average, MLT,
25.0626,2007,Sep,Average, MLT,
21.3668,2007,Oct,Average, MLT,
17.1579,2007,Nov,Average, MLT,
13.6091,2007,Dec,Average, MLT,
13.5317,2008,Jan,Average, MLT,
12.5241,2008,Feb,Average, MLT,
14.8406,2008,Mar,Average, MLT,
17.7026,2008,Apr,Average, MLT,
20.9027,2008,May,Average, MLT,
23.8913,2008,Jun,Average, MLT,
27.2968,2008,Jul,Average, MLT,
27.3663,2008,Aug,Average, MLT,
25.1919,2008,Sep,Average, MLT,
21.9071,2008,Oct,Average, MLT,
17.8208,2008,Nov,Average, MLT,
14.0251,2008,Dec,Average, MLT,
13.3176,2009,Jan,Average, MLT,
11.5766,2009,Feb,Average, MLT,
14.0364,2009,Mar,Average, MLT,
16.1405,2009,Apr,Average, MLT,
20.6608,2009,May,Average, MLT,
24.1253,2009,Jun,Average, MLT,
27.4294,2009,Jul,Average, MLT,
28.1328,2009,Aug,Average, MLT,
25.0765,2009,Sep,Average, MLT,
20.6362,2009,Oct,Average, MLT,
17.4982,2009,Nov,Average, MLT,
15.9005,2009,Dec,Average, MLT,
13.4113,2010,Jan,Average, MLT,
14.3072,2010,Feb,Average, MLT,
15.0302,2010,Mar,Average, MLT,
17432,2010,Apr,Average, MLT,
19.9178,2010,May,Average, MLT,
23.6872,2010,Jun,Average, MLT,
27.3152,2010,Jul,Average, MLT,
27.6153,2010,Aug,Average, MLT,
24.3505,2010,Sep,Average, MLT,
21.1178,2010,Oct,Average, MLT,
18.2718,2010,Nov,Average, MLT,
14.6917,2010,Dec,Average, MLT,
13.0297,2011,Jan,Average, MLT,
12.0775,2011,Feb,Average, MLT,
13.5549,2011,Mar,Average, MLT,
17.1354,2011,Apr,Average, MLT,
19.3219,2011,May,Average, MLT,
23.4989,2011,Jun,Average, MLT,
26.8968,2011,Jul,Average, MLT,
27.0643,2011,Aug,Average, MLT,
26.0405,2011,Sep,Average, MLT,
20.5526,2011,Oct,Average, MLT,
17.9354,2011,Nov,Average, MLT,
14.4624,2011,Dec,Average, MLT,
12.2744,2012,Jan,Average, MLT,
10.2502,2012,Feb,Average, MLT,
13.8917,2012,Mar,Average, MLT,
16932,2012,Apr,Average, MLT,
20.0394,2012,May,Average, MLT,
25.4489,2012,Jun,Average, MLT,
28.1784,2012,Jul,Average, MLT,
28.7034,2012,Aug,Average, MLT,
25.0871,2012,Sep,Average, MLT,
22.9472,2012,Oct,Average, MLT,
19.6341,2012,Nov,Average, MLT,
14.2146,2012,Dec,Average, MLT,
13.2623,2013,Jan,Average, MLT,
11.9807,2013,Feb,Average, MLT,
15.6484,2013,Mar,Average, MLT,
18.0211,2013,Apr,Average, MLT,
20.2491,2013,May,Average, MLT,
22.8566,2013,Jun,Average, MLT,
26462,2013,Jul,Average, MLT,
27.6557,2013,Aug,Average, MLT,
25196,2013,Sep,Average, MLT,
23.7094,2013,Oct,Average, MLT,
17.5806,2013,Nov,Average, MLT,
13.9861,2013,Dec,Average, MLT,
13.9502,2014,Jan,Average, MLT,
14246,2014,Feb,Average, MLT,
13.9385,2014,Mar,Average, MLT,
17.0026,2014,Apr,Average, MLT,
19.47,2014,May,Average, MLT,
24.2503,2014,Jun,Average, MLT,
26136,2014,Jul,Average, MLT,
27.4688,2014,Aug,Average, MLT,
26.3964,2014,Sep,Average, MLT,
22617,2014,Oct,Average, MLT,
19.3416,2014,Nov,Average, MLT,
14.7697,2014,Dec,Average, MLT,
13.0026,2015,Jan,Average, MLT,
12.1134,2015,Feb,Average, MLT,
14.1364,2015,Mar,Average, MLT,
16.6299,2015,Apr,Average, MLT,
21.2048,2015,May,Average, MLT,
24.1123,2015,Jun,Average, MLT,
28.2043,2015,Jul,Average, MLT,
28.0295,2015,Aug,Average, MLT,
25.9687,2015,Sep,Average, MLT,
22.4232,2015,Oct,Average, MLT,
18158,2015,Nov,Average, MLT,
14.3515,2015,Dec,Average, MLT,
13.6971,2016,Jan,Average, MLT,
15.1645,2016,Feb,Average, MLT,
14.7506,2016,Mar,Average, MLT,
18.7268,2016,Apr,Average, MLT,
20.1114,2016,May,Average, MLT,
24.2775,2016,Jun,Average, MLT,
26.7554,2016,Jul,Average, MLT,
26.6881,2016,Aug,Average, MLT,
24.8939,2016,Sep,Average, MLT,
23.2006,2016,Oct,Average, MLT,
18.5526,2016,Nov,Average, MLT,
14.5648,2016,Dec,Average, MLT,
27.1,1991,Jan,Average, MHL,
27.82,1991,Feb,Average, MHL,
26.61,1991,Mar,Average, MHL,
27.22,1991,Apr,Average, MHL,
27.2,1991,May,Average, MHL,
27.41,1991,Jun,Average, MHL,
27.61,1991,Jul,Average, MHL,
27.6,1991,Aug,Average, MHL,
27.51,1991,Sep,Average, MHL,
27.81,1991,Oct,Average, MHL,
27.31,1991,Nov,Average, MHL,
27.31,1991,Dec,Average, MHL,
26.61,1992,Jan,Average, MHL,
27.41,1992,Feb,Average, MHL,
27.61,1992,Mar,Average, MHL,
28.09,1992,Apr,Average, MHL,
27.79,1992,May,Average, MHL,
27.91,1992,Jun,Average, MHL,
27.81,1992,Jul,Average, MHL,
27.91,1992,Aug,Average, MHL,
28.3,1992,Sep,Average, MHL,
28.1,1992,Oct,Average, MHL,
27.51,1992,Nov,Average, MHL,
27.51,1992,Dec,Average, MHL,
26.91,1993,Jan,Average, MHL,
27.11,1993,Feb,Average, MHL,
27.01,1993,Mar,Average, MHL,
27.29,1993,Apr,Average, MHL,
27.49,1993,May,Average, MHL,
27.71,1993,Jun,Average, MHL,
27.6,1993,Jul,Average, MHL,
27.8,1993,Aug,Average, MHL,
28.1,1993,Sep,Average, MHL,
27.81,1993,Oct,Average, MHL,
27.81,1993,Nov,Average, MHL,
27.4,1993,Dec,Average, MHL,
27.41,1994,Jan,Average, MHL,
27.81,1994,Feb,Average, MHL,
27.31,1994,Mar,Average, MHL,
27.6,1994,Apr,Average, MHL,
27.5,1994,May,Average, MHL,
27.8,1994,Jun,Average, MHL,
27.9,1994,Jul,Average, MHL,
28.1,1994,Aug,Average, MHL,
27.91,1994,Sep,Average, MHL,
28.1,1994,Oct,Average, MHL,
28.31,1994,Nov,Average, MHL,
27.4,1994,Dec,Average, MHL,
27.71,1995,Jan,Average, MHL,
27.61,1995,Feb,Average, MHL,
27.81,1995,Mar,Average, MHL,
27.32,1995,Apr,Average, MHL,
27.83,1995,May,Average, MHL,
27.52,1995,Jun,Average, MHL,
27.61,1995,Jul,Average, MHL,
27.72,1995,Aug,Average, MHL,
27.71,1995,Sep,Average, MHL,
27.72,1995,Oct,Average, MHL,
27.61,1995,Nov,Average, MHL,
27.41,1995,Dec,Average, MHL,
27.41,1996,Jan,Average, MHL,
28.21,1996,Feb,Average, MHL,
27.72,1996,Mar,Average, MHL,
27.3,1996,Apr,Average, MHL,
27.6,1996,May,Average, MHL,
27.31,1996,Jun,Average, MHL,
28,1996,Jul,Average, MHL,
27.92,1996,Aug,Average, MHL,
27.91,1996,Sep,Average, MHL,
27.91,1996,Oct,Average, MHL,
27.81,1996,Nov,Average, MHL,
27.61,1996,Dec,Average, MHL,
28.01,1997,Jan,Average, MHL,
27.91,1997,Feb,Average, MHL,
28.21,1997,Mar,Average, MHL,
27.7,1997,Apr,Average, MHL,
27.5,1997,May,Average, MHL,
27.9,1997,Jun,Average, MHL,
28.29,1997,Jul,Average, MHL,
27.71,1997,Aug,Average, MHL,
27.81,1997,Sep,Average, MHL,
27.7,1997,Oct,Average, MHL,
27.91,1997,Nov,Average, MHL,
27.41,1997,Dec,Average, MHL,
27.42,1998,Jan,Average, MHL,
27.73,1998,Feb,Average, MHL,
28.13,1998,Mar,Average, MHL,
28.4,1998,Apr,Average, MHL,
28.09,1998,May,Average, MHL,
27.91,1998,Jun,Average, MHL,
27.62,1998,Jul,Average, MHL,
28.11,1998,Aug,Average, MHL,
28.02,1998,Sep,Average, MHL,
27.99,1998,Oct,Average, MHL,
27.6,1998,Nov,Average, MHL,
27.61,1998,Dec,Average, MHL,
27.59,1999,Jan,Average, MHL,
27.5,1999,Feb,Average, MHL,
27.5,1999,Mar,Average, MHL,
27.69,1999,Apr,Average, MHL,
27.98,1999,May,Average, MHL,
27.41,1999,Jun,Average, MHL,
28,1999,Jul,Average, MHL,
27.61,1999,Aug,Average, MHL,
27.42,1999,Sep,Average, MHL,
27.61,1999,Oct,Average, MHL,
27.42,1999,Nov,Average, MHL,
27.51,1999,Dec,Average, MHL,
27.31,2000,Jan,Average, MHL,
27.5,2000,Feb,Average, MHL,
27.7,2000,Mar,Average, MHL,
27.6,2000,Apr,Average, MHL,
27.98,2000,May,Average, MHL,
27.91,2000,Jun,Average, MHL,
27.6,2000,Jul,Average, MHL,
27.91,2000,Aug,Average, MHL,
28.11,2000,Sep,Average, MHL,
28.01,2000,Oct,Average, MHL,
27.91,2000,Nov,Average, MHL,
27.71,2000,Dec,Average, MHL,
27.51,2001,Jan,Average, MHL,
27.81,2001,Feb,Average, MHL,
28.31,2001,Mar,Average, MHL,
28.6,2001,Apr,Average, MHL,
28.2,2001,May,Average, MHL,
28.11,2001,Jun,Average, MHL,
28.2,2001,Jul,Average, MHL,
28.31,2001,Aug,Average, MHL,
28.41,2001,Sep,Average, MHL,
28.41,2001,Oct,Average, MHL,
27.91,2001,Nov,Average, MHL,
28.11,2001,Dec,Average, MHL,
28.01,2002,Jan,Average, MHL,
28.11,2002,Feb,Average, MHL,
28.01,2002,Mar,Average, MHL,
28.4,2002,Apr,Average, MHL,
28.4,2002,May,Average, MHL,
28.51,2002,Jun,Average, MHL,
28.4,2002,Jul,Average, MHL,
28.11,2002,Aug,Average, MHL,
28.41,2002,Sep,Average, MHL,
28.31,2002,Oct,Average, MHL,
28.51,2002,Nov,Average, MHL,
27.81,2002,Dec,Average, MHL,
27.91,2003,Jan,Average, MHL,
27.91,2003,Feb,Average, MHL,
28.31,2003,Mar,Average, MHL,
28,2003,Apr,Average, MHL,
28.3,2003,May,Average, MHL,
28.11,2003,Jun,Average, MHL,
28.4,2003,Jul,Average, MHL,
28.51,2003,Aug,Average, MHL,
28.31,2003,Sep,Average, MHL,
28.21,2003,Oct,Average, MHL,
28.71,2003,Nov,Average, MHL,
28.41,2003,Dec,Average, MHL,
28.31,2004,Jan,Average, MHL,
28.31,2004,Feb,Average, MHL,
28.41,2004,Mar,Average, MHL,
28.1,2004,Apr,Average, MHL,
28.2,2004,May,Average, MHL,
28.31,2004,Jun,Average, MHL,
28.5,2004,Jul,Average, MHL,
28.21,2004,Aug,Average, MHL,
28.61,2004,Sep,Average, MHL,
28.71,2004,Oct,Average, MHL,
28.81,2004,Nov,Average, MHL,
28.31,2004,Dec,Average, MHL,
28.11,2005,Jan,Average, MHL,
28.11,2005,Feb,Average, MHL,
28.11,2005,Mar,Average, MHL,
28.3,2005,Apr,Average, MHL,
28.4,2005,May,Average, MHL,
28.31,2005,Jun,Average, MHL,
28.4,2005,Jul,Average, MHL,
28.01,2005,Aug,Average, MHL,
28.41,2005,Sep,Average, MHL,
28.31,2005,Oct,Average, MHL,
28.51,2005,Nov,Average, MHL,
28.21,2005,Dec,Average, MHL,
27.81,2006,Jan,Average, MHL,
28.21,2006,Feb,Average, MHL,
27.71,2006,Mar,Average, MHL,
28.2,2006,Apr,Average, MHL,
28.2,2006,May,Average, MHL,
28.21,2006,Jun,Average, MHL,
28.3,2006,Jul,Average, MHL,
28.01,2006,Aug,Average, MHL,
28.31,2006,Sep,Average, MHL,
28.41,2006,Oct,Average, MHL,
28.51,2006,Nov,Average, MHL,
28.11,2006,Dec,Average, MHL,
28.01,2007,Jan,Average, MHL,
27.81,2007,Feb,Average, MHL,
28.51,2007,Mar,Average, MHL,
27.9,2007,Apr,Average, MHL,
28,2007,May,Average, MHL,
28.11,2007,Jun,Average, MHL,
28,2007,Jul,Average, MHL,
28.01,2007,Aug,Average, MHL,
27.81,2007,Sep,Average, MHL,
27.81,2007,Oct,Average, MHL,
27.71,2007,Nov,Average, MHL,
27.81,2007,Dec,Average, MHL,
27.91,2008,Jan,Average, MHL,
27.91,2008,Feb,Average, MHL,
27.71,2008,Mar,Average, MHL,
27.8,2008,Apr,Average, MHL,
27.6,2008,May,Average, MHL,
27.51,2008,Jun,Average, MHL,
27.7,2008,Jul,Average, MHL,
27.41,2008,Aug,Average, MHL,
27.91,2008,Sep,Average, MHL,
27.71,2008,Oct,Average, MHL,
27.91,2008,Nov,Average, MHL,
27.61,2008,Dec,Average, MHL,
27.81,2009,Jan,Average, MHL,
27.71,2009,Feb,Average, MHL,
27.81,2009,Mar,Average, MHL,
27.6,2009,Apr,Average, MHL,
28.4,2009,May,Average, MHL,
28.51,2009,Jun,Average, MHL,
28.3,2009,Jul,Average, MHL,
28.51,2009,Aug,Average, MHL,
27.51,2009,Sep,Average, MHL,
27.81,2009,Oct,Average, MHL,
27.51,2009,Nov,Average, MHL,
27.21,2009,Dec,Average, MHL,
27.21,2010,Jan,Average, MHL,
27.41,2010,Feb,Average, MHL,
27.41,2010,Mar,Average, MHL,
