Temperature - (Celsius), Year,Statistics, Country, ISO3,
24.3711,1998,Apr,Average, The, BHS
26.3998,1998,May,Average, The, BHS
28.7972,1998,Jun,Average, The, BHS
29.0148,1998,Jul,Average, The, BHS
28.7493,1998,Aug,Average, The, BHS
28.2215,1998,Sep,Average, The, BHS
27.1255,1998,Oct,Average, The, BHS
25.1906,1998,Nov,Average, The, BHS
23.7668,1998,Dec,Average, The, BHS
22.5181,1999,Jan,Average, The, BHS
21.3411,1999,Feb,Average, The, BHS
22.0569,1999,Mar,Average, The, BHS
24.8666,1999,Apr,Average, The, BHS
25.8476,1999,May,Average, The, BHS
27.3723,1999,Jun,Average, The, BHS
28.2237,1999,Jul,Average, The, BHS
28.5787,1999,Aug,Average, The, BHS
27.9619,1999,Sep,Average, The, BHS
26.7907,1999,Oct,Average, The, BHS
24.3647,1999,Nov,Average, The, BHS
22.1418,1999,Dec,Average, The, BHS
21.1903,2000,Jan,Average, The, BHS
21.6305,2000,Feb,Average, The, BHS
23.5149,2000,Mar,Average, The, BHS
24.2048,2000,Apr,Average, The, BHS
26.3218,2000,May,Average, The, BHS
27.6703,2000,Jun,Average, The, BHS
28.4504,2000,Jul,Average, The, BHS
28.2043,2000,Aug,Average, The, BHS
28.2278,2000,Sep,Average, The, BHS
25.8915,2000,Oct,Average, The, BHS
24.4189,2000,Nov,Average, The, BHS
21.8814,2000,Dec,Average, The, BHS
19.3979,2001,Jan,Average, The, BHS
23.3303,2001,Feb,Average, The, BHS
23.3623,2001,Mar,Average, The, BHS
24.2207,2001,Apr,Average, The, BHS
25.3297,2001,May,Average, The, BHS
27.9374,2001,Jun,Average, The, BHS
28.0931,2001,Jul,Average, The, BHS
28.5835,2001,Aug,Average, The, BHS
27.8025,2001,Sep,Average, The, BHS
26.5051,2001,Oct,Average, The, BHS
24.1774,2001,Nov,Average, The, BHS
23.6406,2001,Dec,Average, The, BHS
22.3441,2002,Jan,Average, The, BHS
22.0488,2002,Feb,Average, The, BHS
24.0111,2002,Mar,Average, The, BHS
25214,2002,Apr,Average, The, BHS
26.5317,2002,May,Average, The, BHS
27.3823,2002,Jun,Average, The, BHS
28.3856,2002,Jul,Average, The, BHS
28.3837,2002,Aug,Average, The, BHS
28.2759,2002,Sep,Average, The, BHS
27.5253,2002,Oct,Average, The, BHS
24.4883,2002,Nov,Average, The, BHS
22.6251,2002,Dec,Average, The, BHS
19.5279,2003,Jan,Average, The, BHS
23.0863,2003,Feb,Average, The, BHS
25.2096,2003,Mar,Average, The, BHS
24.4223,2003,Apr,Average, The, BHS
27.1379,2003,May,Average, The, BHS
27.9379,2003,Jun,Average, The, BHS
28619,2003,Jul,Average, The, BHS
28.4006,2003,Aug,Average, The, BHS
28.2143,2003,Sep,Average, The, BHS
27.2249,2003,Oct,Average, The, BHS
25.1619,2003,Nov,Average, The, BHS
21.5844,2003,Dec,Average, The, BHS
21009,2004,Jan,Average, The, BHS
22.4033,2004,Feb,Average, The, BHS
23.0587,2004,Mar,Average, The, BHS
23.7321,2004,Apr,Average, The, BHS
25.9284,2004,May,Average, The, BHS
28.4793,2004,Jun,Average, The, BHS
28.4409,2004,Jul,Average, The, BHS
28.5437,2004,Aug,Average, The, BHS
28.1263,2004,Sep,Average, The, BHS
26.7768,2004,Oct,Average, The, BHS
24.7222,2004,Nov,Average, The, BHS
21.8978,2004,Dec,Average, The, BHS
21.4552,2005,Jan,Average, The, BHS
21.4155,2005,Feb,Average, The, BHS
22.9017,2005,Mar,Average, The, BHS
23.6022,2005,Apr,Average, The, BHS
26.0001,2005,May,Average, The, BHS
27664,2005,Jun,Average, The, BHS
29.1371,2005,Jul,Average, The, BHS
29.1731,2005,Aug,Average, The, BHS
28.5311,2005,Sep,Average, The, BHS
26.6633,2005,Oct,Average, The, BHS
24.7138,2005,Nov,Average, The, BHS
22.0222,2005,Dec,Average, The, BHS
21.8289,2006,Jan,Average, The, BHS
20909,2006,Feb,Average, The, BHS
22.6396,2006,Mar,Average, The, BHS
24.5363,2006,Apr,Average, The, BHS
25.9947,2006,May,Average, The, BHS
27.7158,2006,Jun,Average, The, BHS
28.1146,2006,Jul,Average, The, BHS
28.4627,2006,Aug,Average, The, BHS
28.3113,2006,Sep,Average, The, BHS
26.7663,2006,Oct,Average, The, BHS
23.8032,2006,Nov,Average, The, BHS
24139,2006,Dec,Average, The, BHS
23.0444,2007,Jan,Average, The, BHS
21.8238,2007,Feb,Average, The, BHS
23.4766,2007,Mar,Average, The, BHS
23.6441,2007,Apr,Average, The, BHS
25.7466,2007,May,Average, The, BHS
27.4048,2007,Jun,Average, The, BHS
28.6986,2007,Jul,Average, The, BHS
28.8626,2007,Aug,Average, The, BHS
28.1534,2007,Sep,Average, The, BHS
27.4015,2007,Oct,Average, The, BHS
24.1708,2007,Nov,Average, The, BHS
23.7358,2007,Dec,Average, The, BHS
21.6297,2008,Jan,Average, The, BHS
23.2943,2008,Feb,Average, The, BHS
23.3925,2008,Mar,Average, The, BHS
24.2339,2008,Apr,Average, The, BHS
26.5329,2008,May,Average, The, BHS
27.9713,2008,Jun,Average, The, BHS
28.1631,2008,Jul,Average, The, BHS
28.5235,2008,Aug,Average, The, BHS
28.0446,2008,Sep,Average, The, BHS
26.1822,2008,Oct,Average, The, BHS
22.9799,2008,Nov,Average, The, BHS
22.4982,2008,Dec,Average, The, BHS
20.9687,2009,Jan,Average, The, BHS
20.7524,2009,Feb,Average, The, BHS
22.3418,2009,Mar,Average, The, BHS
24.4226,2009,Apr,Average, The, BHS
26.1051,2009,May,Average, The, BHS
27.6776,2009,Jun,Average, The, BHS
28.8297,2009,Jul,Average, The, BHS
29049,2009,Aug,Average, The, BHS
28501,2009,Sep,Average, The, BHS
27.8481,2009,Oct,Average, The, BHS
24.8837,2009,Nov,Average, The, BHS
23.7644,2009,Dec,Average, The, BHS
19.9378,2010,Jan,Average, The, BHS
19.6929,2010,Feb,Average, The, BHS
21.0457,2010,Mar,Average, The, BHS
24.2315,2010,Apr,Average, The, BHS
27.1708,2010,May,Average, The, BHS
28.8467,2010,Jun,Average, The, BHS
28.8873,2010,Jul,Average, The, BHS
29.1898,2010,Aug,Average, The, BHS
28.6927,2010,Sep,Average, The, BHS
26377,2010,Oct,Average, The, BHS
24.1846,2010,Nov,Average, The, BHS
18.7455,2010,Dec,Average, The, BHS
20.8734,2011,Jan,Average, The, BHS
22.5409,2011,Feb,Average, The, BHS
23.1232,2011,Mar,Average, The, BHS
25.7349,2011,Apr,Average, The, BHS
26.5071,2011,May,Average, The, BHS
27.9725,2011,Jun,Average, The, BHS
28.7949,2011,Jul,Average, The, BHS
28.7865,2011,Aug,Average, The, BHS
28.3571,2011,Sep,Average, The, BHS
26.3182,2011,Oct,Average, The, BHS
24.5469,2011,Nov,Average, The, BHS
23.1711,2011,Dec,Average, The, BHS
21.3986,2012,Jan,Average, The, BHS
22.9998,2012,Feb,Average, The, BHS
23.8869,2012,Mar,Average, The, BHS
24221,2012,Apr,Average, The, BHS
26.1113,2012,May,Average, The, BHS
27.6062,2012,Jun,Average, The, BHS
28.1869,2012,Jul,Average, The, BHS
28.4943,2012,Aug,Average, The, BHS
27.9617,2012,Sep,Average, The, BHS
26.9454,2012,Oct,Average, The, BHS
23.1617,2012,Nov,Average, The, BHS
23.0536,2012,Dec,Average, The, BHS
23.2606,2013,Jan,Average, The, BHS
22.6524,2013,Feb,Average, The, BHS
21.1879,2013,Mar,Average, The, BHS
25.2245,2013,Apr,Average, The, BHS
25.5964,2013,May,Average, The, BHS
27.9389,2013,Jun,Average, The, BHS
27.7754,2013,Jul,Average, The, BHS
28383,2013,Aug,Average, The, BHS
27.8564,2013,Sep,Average, The, BHS
27.1554,2013,Oct,Average, The, BHS
25.0692,2013,Nov,Average, The, BHS
24.2683,2013,Dec,Average, The, BHS
21.7162,2014,Jan,Average, The, BHS
23.6187,2014,Feb,Average, The, BHS
23.3353,2014,Mar,Average, The, BHS
25.3097,2014,Apr,Average, The, BHS
26.3927,2014,May,Average, The, BHS
27.6631,2014,Jun,Average, The, BHS
28854,2014,Jul,Average, The, BHS
29.0741,2014,Aug,Average, The, BHS
28.2367,2014,Sep,Average, The, BHS
26.7783,2014,Oct,Average, The, BHS
23.9432,2014,Nov,Average, The, BHS
22.7385,2014,Dec,Average, The, BHS
22.6171,2015,Jan,Average, The, BHS
21.5372,2015,Feb,Average, The, BHS
24.8365,2015,Mar,Average, The, BHS
26.0126,2015,Apr,Average, The, BHS
26727,2015,May,Average, The, BHS
28.1941,2015,Jun,Average, The, BHS
29.0175,2015,Jul,Average, The, BHS
29.0513,2015,Aug,Average, The, BHS
28.7851,2015,Sep,Average, The, BHS
27.3665,2015,Oct,Average, The, BHS
26.4105,2015,Nov,Average, The, BHS
25.7795,2015,Dec,Average, The, BHS
21.4746,2016,Jan,Average, The, BHS
21.7849,2016,Feb,Average, The, BHS
24.5219,2016,Mar,Average, The, BHS
25.0497,2016,Apr,Average, The, BHS
26.4432,2016,May,Average, The, BHS
28.2359,2016,Jun,Average, The, BHS
29.1209,2016,Jul,Average, The, BHS
28.9533,2016,Aug,Average, The, BHS
28.5441,2016,Sep,Average, The, BHS
26.9378,2016,Oct,Average, The, BHS
24.2635,2016,Nov,Average, The, BHS
24.7882,2016,Dec,Average, The, BHS
17.3076,1991,Jan,Average, BHR,
18.0341,1991,Feb,Average, BHR,
20.9016,1991,Mar,Average, BHR,
27.4818,1991,Apr,Average, BHR,
30.3759,1991,May,Average, BHR,
33.7428,1991,Jun,Average, BHR,
35.1155,1991,Jul,Average, BHR,
34.8443,1991,Aug,Average, BHR,
32633,1991,Sep,Average, BHR,
28925,1991,Oct,Average, BHR,
23.1892,1991,Nov,Average, BHR,
19.5564,1991,Dec,Average, BHR,
13.9316,1992,Jan,Average, BHR,
16.1165,1992,Feb,Average, BHR,
18.4635,1992,Mar,Average, BHR,
25.2601,1992,Apr,Average, BHR,
30.7043,1992,May,Average, BHR,
35.4109,1992,Jun,Average, BHR,
35.5655,1992,Jul,Average, BHR,
35.8177,1992,Aug,Average, BHR,
33.1241,1992,Sep,Average, BHR,
27628,1992,Oct,Average, BHR,
23.6126,1992,Nov,Average, BHR,
18.1696,1992,Dec,Average, BHR,
15.1333,1993,Jan,Average, BHR,
17.5054,1993,Feb,Average, BHR,
21.6164,1993,Mar,Average, BHR,
26.0369,1993,Apr,Average, BHR,
31.6828,1993,May,Average, BHR,
34.5196,1993,Jun,Average, BHR,
36.3708,1993,Jul,Average, BHR,
36.2647,1993,Aug,Average, BHR,
33.2479,1993,Sep,Average, BHR,
29.7514,1993,Oct,Average, BHR,
23.6912,1993,Nov,Average, BHR,
19.2854,1993,Dec,Average, BHR,
18.2011,1994,Jan,Average, BHR,
18.1794,1994,Feb,Average, BHR,
21.5904,1994,Mar,Average, BHR,
27.7546,1994,Apr,Average, BHR,
32.5524,1994,May,Average, BHR,
35.3061,1994,Jun,Average, BHR,
36.5679,1994,Jul,Average, BHR,
35.5398,1994,Aug,Average, BHR,
33.5189,1994,Sep,Average, BHR,
29592,1994,Oct,Average, BHR,
25.3491,1994,Nov,Average, BHR,
17.2015,1994,Dec,Average, BHR,
17.1547,1995,Jan,Average, BHR,
18.7668,1995,Feb,Average, BHR,
21.2286,1995,Mar,Average, BHR,
26.1659,1995,Apr,Average, BHR,
32.1208,1995,May,Average, BHR,
35.3096,1995,Jun,Average, BHR,
36.0904,1995,Jul,Average, BHR,
36.0162,1995,Aug,Average, BHR,
33.0505,1995,Sep,Average, BHR,
28.9241,1995,Oct,Average, BHR,
23.3298,1995,Nov,Average, BHR,
17.6804,1995,Dec,Average, BHR,
16.6546,1996,Jan,Average, BHR,
19.3278,1996,Feb,Average, BHR,
21.7342,1996,Mar,Average, BHR,
26.6551,1996,Apr,Average, BHR,
33.0615,1996,May,Average, BHR,
34.9267,1996,Jun,Average, BHR,
37.3576,1996,Jul,Average, BHR,
36.6098,1996,Aug,Average, BHR,
34.1225,1996,Sep,Average, BHR,
28.8779,1996,Oct,Average, BHR,
23.1368,1996,Nov,Average, BHR,
19.7829,1996,Dec,Average, BHR,
17.2888,1997,Jan,Average, BHR,
17.3192,1997,Feb,Average, BHR,
19.7444,1997,Mar,Average, BHR,
25.0983,1997,Apr,Average, BHR,
32.2936,1997,May,Average, BHR,
35.4614,1997,Jun,Average, BHR,
36.7877,1997,Jul,Average, BHR,
35.7285,1997,Aug,Average, BHR,
33.6813,1997,Sep,Average, BHR,
30.1028,1997,Oct,Average, BHR,
22.7216,1997,Nov,Average, BHR,
18.5976,1997,Dec,Average, BHR,
15.8467,1998,Jan,Average, BHR,
18.8243,1998,Feb,Average, BHR,
21.8302,1998,Mar,Average, BHR,
27.5598,1998,Apr,Average, BHR,
33.31,1998,May,Average, BHR,
36.7687,1998,Jun,Average, BHR,
37.5725,1998,Jul,Average, BHR,
37.8875,1998,Aug,Average, BHR,
35.2189,1998,Sep,Average, BHR,
29.3275,1998,Oct,Average, BHR,
24.8079,1998,Nov,Average, BHR,
21.4095,1998,Dec,Average, BHR,
18.2703,1999,Jan,Average, BHR,
20.5344,1999,Feb,Average, BHR,
22267,1999,Mar,Average, BHR,
28.7404,1999,Apr,Average, BHR,
33.4855,1999,May,Average, BHR,
36.9766,1999,Jun,Average, BHR,
37.1579,1999,Jul,Average, BHR,
37.2868,1999,Aug,Average, BHR,
34.5361,1999,Sep,Average, BHR,
30.6354,1999,Oct,Average, BHR,
24.5214,1999,Nov,Average, BHR,
19.0269,1999,Dec,Average, BHR,
17.2187,2000,Jan,Average, BHR,
17.9129,2000,Feb,Average, BHR,
21.6486,2000,Mar,Average, BHR,
29.5452,2000,Apr,Average, BHR,
33.9145,2000,May,Average, BHR,
35.3863,2000,Jun,Average, BHR,
37.5765,2000,Jul,Average, BHR,
37.4193,2000,Aug,Average, BHR,
33.3739,2000,Sep,Average, BHR,
29.5368,2000,Oct,Average, BHR,
22.6009,2000,Nov,Average, BHR,
18.9353,2000,Dec,Average, BHR,
16.2169,2001,Jan,Average, BHR,
18.1276,2001,Feb,Average, BHR,
23.0883,2001,Mar,Average, BHR,
28.3144,2001,Apr,Average, BHR,
33784,2001,May,Average, BHR,
35.2274,2001,Jun,Average, BHR,
37.0465,2001,Jul,Average, BHR,
36.7717,2001,Aug,Average, BHR,
34.3408,2001,Sep,Average, BHR,
30.0709,2001,Oct,Average, BHR,
23.5814,2001,Nov,Average, BHR,
21.8441,2001,Dec,Average, BHR,
17.0645,2002,Jan,Average, BHR,
18.7577,2002,Feb,Average, BHR,
23358,2002,Mar,Average, BHR,
27.1796,2002,Apr,Average, BHR,
33.6536,2002,May,Average, BHR,
35405,2002,Jun,Average, BHR,
37.3604,2002,Jul,Average, BHR,
36.5864,2002,Aug,Average, BHR,
33.9241,2002,Sep,Average, BHR,
30.4441,2002,Oct,Average, BHR,
23.5451,2002,Nov,Average, BHR,
19.1989,2002,Dec,Average, BHR,
16.8274,2003,Jan,Average, BHR,
19684,2003,Feb,Average, BHR,
22.1587,2003,Mar,Average, BHR,
27.9594,2003,Apr,Average, BHR,
32.9632,2003,May,Average, BHR,
36.0878,2003,Jun,Average, BHR,
36.9616,2003,Jul,Average, BHR,
36.6384,2003,Aug,Average, BHR,
34.4717,2003,Sep,Average, BHR,
30.3182,2003,Oct,Average, BHR,
23.5788,2003,Nov,Average, BHR,
19.3444,2003,Dec,Average, BHR,
18.8915,2004,Jan,Average, BHR,
19.4573,2004,Feb,Average, BHR,
23538,2004,Mar,Average, BHR,
26.7799,2004,Apr,Average, BHR,
32.5528,2004,May,Average, BHR,
35.2357,2004,Jun,Average, BHR,
36.8366,2004,Jul,Average, BHR,
36.4149,2004,Aug,Average, BHR,
33.2426,2004,Sep,Average, BHR,
29.9305,2004,Oct,Average, BHR,
24.9199,2004,Nov,Average, BHR,
17.4222,2004,Dec,Average, BHR,
16.0518,2005,Jan,Average, BHR,
17.8553,2005,Feb,Average, BHR,
22.4936,2005,Mar,Average, BHR,
27.5806,2005,Apr,Average, BHR,
31.8632,2005,May,Average, BHR,
35.5699,2005,Jun,Average, BHR,
36.6158,2005,Jul,Average, BHR,
36.7779,2005,Aug,Average, BHR,
33739,2005,Sep,Average, BHR,
29.2468,2005,Oct,Average, BHR,
24.2216,2005,Nov,Average, BHR,
20.3962,2005,Dec,Average, BHR,
17.2105,2006,Jan,Average, BHR,
19.8809,2006,Feb,Average, BHR,
23006,2006,Mar,Average, BHR,
27.7953,2006,Apr,Average, BHR,
33.8633,2006,May,Average, BHR,
36.1515,2006,Jun,Average, BHR,
37.6163,2006,Jul,Average, BHR,
36.8234,2006,Aug,Average, BHR,
33.8803,2006,Sep,Average, BHR,
30.7778,2006,Oct,Average, BHR,
23.4786,2006,Nov,Average, BHR,
15.7229,2006,Dec,Average, BHR,
15.0998,2007,Jan,Average, BHR,
19.0083,2007,Feb,Average, BHR,
22.5801,2007,Mar,Average, BHR,
28.5489,2007,Apr,Average, BHR,
34.0329,2007,May,Average, BHR,
36.2982,2007,Jun,Average, BHR,
37.2948,2007,Jul,Average, BHR,
36.8235,2007,Aug,Average, BHR,
34.5647,2007,Sep,Average, BHR,
30.3506,2007,Oct,Average, BHR,
24.6492,2007,Nov,Average, BHR,
19107,2007,Dec,Average, BHR,
15086,2008,Jan,Average, BHR,
17.4993,2008,Feb,Average, BHR,
24.3139,2008,Mar,Average, BHR,
28.3228,2008,Apr,Average, BHR,
33.7829,2008,May,Average, BHR,
36.2543,2008,Jun,Average, BHR,
37.4618,2008,Jul,Average, BHR,
36.7643,2008,Aug,Average, BHR,
34.9399,2008,Sep,Average, BHR,
29.9984,2008,Oct,Average, BHR,
23.6543,2008,Nov,Average, BHR,
17.9342,2008,Dec,Average, BHR,
15.6647,2009,Jan,Average, BHR,
20.1193,2009,Feb,Average, BHR,
22.5107,2009,Mar,Average, BHR,
27.0951,2009,Apr,Average, BHR,
34155,2009,May,Average, BHR,
36.7023,2009,Jun,Average, BHR,
37.6817,2009,Jul,Average, BHR,
37.16,2009,Aug,Average, BHR,
34.3452,2009,Sep,Average, BHR,
29951,2009,Oct,Average, BHR,
25.1984,2009,Nov,Average, BHR,
19.3309,2009,Dec,Average, BHR,
18.4951,2010,Jan,Average, BHR,
20.8782,2010,Feb,Average, BHR,
24.8309,2010,Mar,Average, BHR,
28.3965,2010,Apr,Average, BHR,
33246,2010,May,Average, BHR,
36.3213,2010,Jun,Average, BHR,
37.8818,2010,Jul,Average, BHR,
37.0033,2010,Aug,Average, BHR,
35.0235,2010,Sep,Average, BHR,
30.9838,2010,Oct,Average, BHR,
24.2819,2010,Nov,Average, BHR,
19687,2010,Dec,Average, BHR,
18.1171,2011,Jan,Average, BHR,
19.0517,2011,Feb,Average, BHR,
22.4968,2011,Mar,Average, BHR,
27.8814,2011,Apr,Average, BHR,
34.3154,2011,May,Average, BHR,
36.8718,2011,Jun,Average, BHR,
37.3854,2011,Jul,Average, BHR,
37.1425,2011,Aug,Average, BHR,
34.6864,2011,Sep,Average, BHR,
29.6848,2011,Oct,Average, BHR,
22.6338,2011,Nov,Average, BHR,
17.2329,2011,Dec,Average, BHR,
16.8877,2012,Jan,Average, BHR,
18.1281,2012,Feb,Average, BHR,
21.1613,2012,Mar,Average, BHR,
27.6317,2012,Apr,Average, BHR,
34.7042,2012,May,Average, BHR,
36.2412,2012,Jun,Average, BHR,
37.9085,2012,Jul,Average, BHR,
37.4243,2012,Aug,Average, BHR,
34.4521,2012,Sep,Average, BHR,
30.6463,2012,Oct,Average, BHR,
24.6053,2012,Nov,Average, BHR,
19.7708,2012,Dec,Average, BHR,
17.9937,2013,Jan,Average, BHR,
20.0319,2013,Feb,Average, BHR,
22.5748,2013,Mar,Average, BHR,
27.5137,2013,Apr,Average, BHR,
32.3633,2013,May,Average, BHR,
35.7701,2013,Jun,Average, BHR,
37.5006,2013,Jul,Average, BHR,
36.3841,2013,Aug,Average, BHR,
34018,2013,Sep,Average, BHR,
28604,2013,Oct,Average, BHR,
23643,2013,Nov,Average, BHR,
17.8279,2013,Dec,Average, BHR,
16.19,2014,Jan,Average, BHR,
17.8299,2014,Feb,Average, BHR,
23.6312,2014,Mar,Average, BHR,
28.8687,2014,Apr,Average, BHR,
33.8038,2014,May,Average, BHR,
36.2423,2014,Jun,Average, BHR,
37.6965,2014,Jul,Average, BHR,
37208,2014,Aug,Average, BHR,
34.7175,2014,Sep,Average, BHR,
30.4659,2014,Oct,Average, BHR,
22.8701,2014,Nov,Average, BHR,
19.4368,2014,Dec,Average, BHR,
17608,2015,Jan,Average, BHR,
19.8147,2015,Feb,Average, BHR,
22.6348,2015,Mar,Average, BHR,
28.5766,2015,Apr,Average, BHR,
34233,2015,May,Average, BHR,
36.7948,2015,Jun,Average, BHR,
37708,2015,Jul,Average, BHR,
37.6087,2015,Aug,Average, BHR,
34.8127,2015,Sep,Average, BHR,
31.3141,2015,Oct,Average, BHR,
25.3871,2015,Nov,Average, BHR,
18.2911,2015,Dec,Average, BHR,
17.3573,2016,Jan,Average, BHR,
19.3999,2016,Feb,Average, BHR,
23.6044,2016,Mar,Average, BHR,
27.7434,2016,Apr,Average, BHR,
34.31,2016,May,Average, BHR,
36.5448,2016,Jun,Average, BHR,
38.2862,2016,Jul,Average, BHR,
37563,2016,Aug,Average, BHR,
34.9538,2016,Sep,Average, BHR,
29577,2016,Oct,Average, BHR,
23.7275,2016,Nov,Average, BHR,
20.0379,2016,Dec,Average, BHR,
17.4518,1991,Jan,Average, BGD,
21.7874,1991,Feb,Average, BGD,
25.9068,1991,Mar,Average, BGD,
27.3361,1991,Apr,Average, BGD,
27.5258,1991,May,Average, BGD,
27.6036,1991,Jun,Average, BGD,
28.1626,1991,Jul,Average, BGD,
28.0767,1991,Aug,Average, BGD,
27.4425,1991,Sep,Average, BGD,
26.5558,1991,Oct,Average, BGD,
22.5562,1991,Nov,Average, BGD,
18.5561,1991,Dec,Average, BGD,
17.4191,1992,Jan,Average, BGD,
19.3065,1992,Feb,Average, BGD,
25.1958,1992,Mar,Average, BGD,
28.3228,1992,Apr,Average, BGD,
27.3386,1992,May,Average, BGD,
28.3549,1992,Jun,Average, BGD,
27.6078,1992,Jul,Average, BGD,
28.0492,1992,Aug,Average, BGD,
27.7278,1992,Sep,Average, BGD,
26.5026,1992,Oct,Average, BGD,
23.0168,1992,Nov,Average, BGD,
18.2444,1992,Dec,Average, BGD,
18.1609,1993,Jan,Average, BGD,
21.0757,1993,Feb,Average, BGD,
23.4808,1993,Mar,Average, BGD,
26.4466,1993,Apr,Average, BGD,
27.0991,1993,May,Average, BGD,
27.6713,1993,Jun,Average, BGD,
27.8916,1993,Jul,Average, BGD,
27867,1993,Aug,Average, BGD,
27.4283,1993,Sep,Average, BGD,
26.6738,1993,Oct,Average, BGD,
23.2391,1993,Nov,Average, BGD,
19.9446,1993,Dec,Average, BGD,
18.7418,1994,Jan,Average, BGD,
19.7401,1994,Feb,Average, BGD,
25.03,1994,Mar,Average, BGD,
27.1263,1994,Apr,Average, BGD,
28.5911,1994,May,Average, BGD,
28.0515,1994,Jun,Average, BGD,
28.3919,1994,Jul,Average, BGD,
28.3,1994,Aug,Average, BGD,
28.3021,1994,Sep,Average, BGD,
26.7137,1994,Oct,Average, BGD,
23.1254,1994,Nov,Average, BGD,
19.0129,1994,Dec,Average, BGD,
17.7492,1995,Jan,Average, BGD,
20.8723,1995,Feb,Average, BGD,
25.2876,1995,Mar,Average, BGD,
28.5657,1995,Apr,Average, BGD,
29.2967,1995,May,Average, BGD,
28.8511,1995,Jun,Average, BGD,
27984,1995,Jul,Average, BGD,
28.1941,1995,Aug,Average, BGD,
27.9357,1995,Sep,Average, BGD,
27.2994,1995,Oct,Average, BGD,
23.7156,1995,Nov,Average, BGD,
19.1235,1995,Dec,Average, BGD,
18.5789,1996,Jan,Average, BGD,
20.6901,1996,Feb,Average, BGD,
26.0952,1996,Mar,Average, BGD,
27.8947,1996,Apr,Average, BGD,
28.6148,1996,May,Average, BGD,
28.0299,1996,Jun,Average, BGD,
28.1341,1996,Jul,Average, BGD,
27.7894,1996,Aug,Average, BGD,
28.2475,1996,Sep,Average, BGD,
26.6539,1996,Oct,Average, BGD,
23.5364,1996,Nov,Average, BGD,
19.4872,1996,Dec,Average, BGD,
17.9503,1997,Jan,Average, BGD,
19.7434,1997,Feb,Average, BGD,
25302,1997,Mar,Average, BGD,
25.8287,1997,Apr,Average, BGD,
28.2268,1997,May,Average, BGD,
28.2152,1997,Jun,Average, BGD,
28.0691,1997,Jul,Average, BGD,
28.2508,1997,Aug,Average, BGD,
27.6086,1997,Sep,Average, BGD,
26.2579,1997,Oct,Average, BGD,
23.9015,1997,Nov,Average, BGD,
18.8273,1997,Dec,Average, BGD,
17.7704,1998,Jan,Average, BGD,
21.3817,1998,Feb,Average, BGD,
23833,1998,Mar,Average, BGD,
27.4558,1998,Apr,Average, BGD,
28848,1998,May,Average, BGD,
29.2008,1998,Jun,Average, BGD,
28.1453,1998,Jul,Average, BGD,
28.2394,1998,Aug,Average, BGD,
28.6324,1998,Sep,Average, BGD,
28.6631,1998,Oct,Average, BGD,
24228,1998,Nov,Average, BGD,
19.9801,1998,Dec,Average, BGD,
18.9055,1999,Jan,Average, BGD,
22.7454,1999,Feb,Average, BGD,
26.2573,1999,Mar,Average, BGD,
29.5091,1999,Apr,Average, BGD,
27.9702,1999,May,Average, BGD,
28.5738,1999,Jun,Average, BGD,
27.9209,1999,Jul,Average, BGD,
27.8719,1999,Aug,Average, BGD,
27.7741,1999,Sep,Average, BGD,
27.2434,1999,Oct,Average, BGD,
23.7157,1999,Nov,Average, BGD,
20.4159,1999,Dec,Average, BGD,
17.8553,2000,Jan,Average, BGD,
19.8796,2000,Feb,Average, BGD,
24.1766,2000,Mar,Average, BGD,
26.9379,2000,Apr,Average, BGD,
27.5459,2000,May,Average, BGD,
28.1653,2000,Jun,Average, BGD,
28.2621,2000,Jul,Average, BGD,
28.1104,2000,Aug,Average, BGD,
27.5094,2000,Sep,Average, BGD,
27.0526,2000,Oct,Average, BGD,
23.7323,2000,Nov,Average, BGD,
19.4021,2000,Dec,Average, BGD,
19.1684,2001,Jan,Average, BGD,
22.1418,2001,Feb,Average, BGD,
25.2322,2001,Mar,Average, BGD,
28.0317,2001,Apr,Average, BGD,
28.0056,2001,May,Average, BGD,
27.9112,2001,Jun,Average, BGD,
28.1778,2001,Jul,Average, BGD,
28.4513,2001,Aug,Average, BGD,
28.6358,2001,Sep,Average, BGD,
27.4927,2001,Oct,Average, BGD,
24.3786,2001,Nov,Average, BGD,
20.0203,2001,Dec,Average, BGD,
18.7662,2002,Jan,Average, BGD,
21.7798,2002,Feb,Average, BGD,
25.6658,2002,Mar,Average, BGD,
27.3997,2002,Apr,Average, BGD,
27.9866,2002,May,Average, BGD,
28.2914,2002,Jun,Average, BGD,
27.8864,2002,Jul,Average, BGD,
27.9693,2002,Aug,Average, BGD,
28.0888,2002,Sep,Average, BGD,
26.9426,2002,Oct,Average, BGD,
24.0238,2002,Nov,Average, BGD,
20.2395,2002,Dec,Average, BGD,
17.9398,2003,Jan,Average, BGD,
20.9849,2003,Feb,Average, BGD,
24.4467,2003,Mar,Average, BGD,
28153,2003,Apr,Average, BGD,
28.1068,2003,May,Average, BGD,
28.1032,2003,Jun,Average, BGD,
28.2792,2003,Jul,Average, BGD,
28.8776,2003,Aug,Average, BGD,
28.7275,2003,Sep,Average, BGD,
27.7419,2003,Oct,Average, BGD,
23.9283,2003,Nov,Average, BGD,
19.2162,2003,Dec,Average, BGD,
18.2838,2004,Jan,Average, BGD,
20.9799,2004,Feb,Average, BGD,
26.7782,2004,Mar,Average, BGD,
27.3832,2004,Apr,Average, BGD,
29.1106,2004,May,Average, BGD,
